Id,SalePrice
1766,179192.400818
1767,190838.739431
1768,130757.921205
1769,208790.073636
1770,140989.977934
1771,130757.921205
1772,149905.272431
1773,127828.25237
1774,163859.735996
1775,130656.147888
1776,106661.002743
1777,112785.651137
1778,136203.168149
1779,91803.2741168
1780,131302.919255
1781,136413.601478
1782,125547.420898
1783,140029.745937
1784,104012.913557
1785,105758.680126
1786,127796.16826
1787,134404.041976
1788,81421.6105281
1789,110693.777839
1790,121275.628988
1791,222710.039221
1792,156118.048712
1793,151547.519936
1794,150448.230618
1795,139986.120332
1796,139666.784942
1797,133396.09975
1798,130760.256874
1799,102204.126862
1800,135626.056274
1801,132373.2064
1802,129258.29528
1803,160631.948305
1804,155845.350544
1805,141164.306249
1806,119279.539918
1807,137363.163076
1808,124268.827538
1809,98527.3075244
1810,130357.539762
1811,70865.1353731
1812,98527.3075244
1813,132970.165528
1814,106131.371235
1815,75559.6971355
1816,116452.924367
1817,123188.064861
1818,114582.519453
1819,127750.848837
1820,77635.025165
1821,111764.689069
1822,131463.353471
1823,106015.394117
1824,182126.11558
1825,100578.048184
1826,106708.565668
1827,105758.680126
1828,141344.180101
1829,102548.899201
1830,159657.443671
1831,147056.175457
1832,103834.183686
1833,125202.01335
1834,145520.495788
1835,114582.519453
1836,125885.284568
1837,91620.029545
1838,145520.495788
1839,110598.445238
1840,177767.319485
1841,141331.688588
1842,141667.659777
1843,118676.228525
1844,149342.148446
1845,139125.597249
1846,175203.822943
1847,130757.921205
1848,70192.1323783
1849,98737.2227085
1850,130757.921205
1851,125114.80083
1852,130656.147888
1853,139366.356786
1854,180121.539397
1855,137611.523678
1856,223110.262913
1857,180587.48082
1858,126661.186808
1859,123323.307429
1860,157327.292078
1861,123323.307429
1862,251517.763567
1863,251517.763567
1864,251517.763567
1865,419475.52719
1866,401471.968526
1867,288799.683955
1868,252227.408823
1869,193252.418197
1870,288799.683955
1871,287531.533946
1872,172224.791882
1873,210561.947728
1874,139402.199328
1875,219284.456544
1876,182864.775759
1877,208791.480288
1878,201151.375044
1879,157885.32876
1880,156443.374931
1881,239203.826036
1882,237540.14491
1883,198703.994177
1884,226672.566871
1885,186320.49195
1886,240987.53008
1887,221063.333566
1888,252883.05866
1889,171040.392301
1890,137367.542508
1891,149767.319546
1892,134511.94182
1893,140515.456926
1894,130261.625274
1895,130757.921205
1896,106402.426468
1897,125420.307371
1898,119279.539918
1899,138294.786118
1900,160583.260138
1901,135118.920895
1902,150410.975872
1903,234726.538682
1904,130656.147888
1905,186121.738762
1906,138588.522931
1907,152544.739459
1908,140004.116376
1909,140004.116376
1910,140004.116376
1911,186076.82692
1912,191950.858972
1913,115854.084145
1914,107240.766606
1915,252227.408823
1916,92538.0706628
1917,249756.659544
1918,147186.907081
1919,150411.64108
1920,190668.535988
1921,402603.657631
1922,384380.989241
1923,176797.955447
1924,223117.690317
1925,233379.18481
1926,328914.918731
1927,138889.02725
1928,167397.034417
1929,129510.871535
1930,170909.396813
1931,162658.612512
1932,162658.612512
1933,143681.567233
1934,193064.481377
1935,178831.163338
1936,182864.775759
1937,194158.300506
1938,175365.437392
1939,266912.307874
1940,239403.027156
1941,182864.775759
1942,178939.554137
1943,260583.246502
1944,306086.18391
1945,344942.020305
1946,159647.900168
1947,301570.047761
1948,155316.130111
1949,229206.030697
1950,169296.888399
1951,167171.726063
1952,193733.094136
1953,154931.127783
1954,190056.523438
1955,151348.340818
1956,206103.615051
1957,156442.576372
1958,320903.38945
1959,167141.235385
1960,107326.072086
1961,119280.597258
1962,100900.674714
1963,100114.122662
1964,123866.768731
1965,163166.895379
1966,155244.908262
1967,252883.05866
1968,312295.13339
1969,328914.918731
1970,359504.3791
1971,384605.30684
1972,364961.753265
1973,267384.35104
1974,305066.805577
1975,368091.187773
1976,271514.575138
1977,261391.515971
1978,358249.902587
1979,389280.807344
1980,188873.690872
1981,299076.363187
1982,231608.323982
1983,231608.323982
1984,169889.331698
1985,231722.299344
1986,216079.321419
1987,189855.392384
1988,170213.885526
1989,198703.994177
1990,233379.18481
1991,212522.872376
1992,204058.231434
1993,198703.994177
1994,209540.824353
1995,179535.772977
1996,271431.691696
1997,272053.330979
1998,335017.565676
1999,235696.422998
2000,344659.765826
2001,247456.483193
2002,232828.837279
2003,252883.05866
2004,261088.285633
2005,228034.728577
2006,252227.408823
2007,316067.431778
2008,189855.392384
2009,203667.548465
2010,203329.468558
2011,131753.42012
2012,189855.392384
2013,178831.163338
2014,173438.879018
2015,223904.461115
2016,195120.849362
2017,192057.219929
2018,131245.817821
2019,130362.550808
2020,133575.001977
2021,124494.325208
2022,181122.567043
2023,143727.50993
2024,209046.530986
2025,256543.004087
2026,190192.226495
2027,164915.455772
2028,182988.588673
2029,173820.288734
2030,277843.046077
2031,248911.772889
2032,248911.772889
2033,241739.625454
2034,173653.136368
2035,226672.566871
2036,190641.330085
2037,190641.330085
2038,291744.871729
2039,246009.927515
2040,236356.333015
2041,212836.648579
2042,198703.994177
2043,191750.600331
2044,161237.187583
2045,224141.922784
2046,173282.455968
2047,149067.192808
2048,143869.825046
2049,173282.455968
2050,183144.34492
2051,97071.3158188
2052,127122.093752
2053,142628.943828
2054,116374.005729
2055,149612.060343
2056,132970.165528
2057,125507.374971
2058,195500.407613
2059,143463.505946
2060,144092.597678
2061,157770.679807
2062,130757.921205
2063,102204.126862
2064,142522.533217
2065,117423.686794
2066,193991.954121
2067,102281.730607
2068,155873.898967
2069,99160.1948065
2070,107633.524726
2071,113577.418282
2072,173858.922979
2073,133368.866732
2074,156288.235839
2075,147165.08379
2076,128298.842265
2077,147553.030666
2078,135276.96004
2079,133338.228865
2080,127541.710142
2081,136701.935377
2082,141101.552177
2083,135729.305174
2084,127541.710142
2085,137545.466965
2086,174373.671951
2087,133215.298559
2088,100652.76215
2089,116292.300374
2090,145520.495788
2091,81368.3680666
2092,114200.219628
2093,101302.966321
2094,119360.582241
2095,136790.480998
2096,93667.0226271
2097,121275.628988
2098,146461.922771
2099,88337.49247
2100,118627.88465
2101,115854.084145
2102,142378.834398
2103,104012.913557
2104,142808.425924
2105,160237.211545
2106,71445.6973586
2107,201308.314267
2108,135626.056274
2109,124555.950244
2110,115229.707609
2111,151708.223365
2112,147690.588515
2113,105985.149191
2114,113640.442488
2115,143364.998676
2116,96538.9327875
2117,135539.840841
2118,134205.240988
2119,115409.929295
2120,91575.0661936
2121,96123.7867961
2122,103111.487222
2123,85043.6282247
2124,206429.782359
2125,165292.891802
2126,159657.443671
2127,124558.537109
2128,113736.842834
2129,104826.826156
2130,143550.534881
2131,166084.871379
2132,161434.94508
2133,114859.677545
2134,132658.070487
2135,115488.713552
2136,86962.8441822
2137,112348.711591
2138,129943.793327
2139,153048.320392
2140,118676.228525
2141,149342.148446
2142,118676.228525
2143,137319.441706
2144,121084.289902
2145,131245.817821
2146,159278.361932
2147,145583.148786
2148,107168.387762
2149,129244.635683
2150,193733.094136
2151,122743.615658
2152,128038.847606
2153,130757.921205
2154,114761.84206
2155,145882.338511
2156,184065.571491
2157,223904.461115
2158,209064.673528
2159,228802.83101
2160,182988.588673
2161,252883.05866
2162,444584.227059
2163,402252.428899
2164,330885.105362
2165,190838.739431
2166,141651.783465
2167,221063.333566
2168,193064.481377
2169,204058.231434
2170,204058.231434
2171,154004.140557
2172,133534.036874
2173,162634.439335
2174,226672.566871
2175,312758.445961
2176,270426.172461
2177,227945.810228
2178,190641.330085
2179,146644.501657
2180,200125.711855
2181,195164.376776
2182,246503.387341
2183,212522.872376
2184,123441.692506
2185,117654.710284
2186,131243.339344
2187,150411.64108
2188,136228.06462
2189,110662.920639
2190,102110.989226
2191,102110.989226
2192,110312.526183
2193,110117.008995
2194,96123.7867961
2195,112258.522922
2196,114496.405008
2197,107089.251689
2198,156352.855794
2199,120611.931381
2200,109505.859837
2201,146934.460599
2202,166083.471793
2203,182126.11558
2204,138688.128695
2205,125420.307371
2206,140110.060592
2207,206382.130873
2208,155786.318726
2209,170795.122408
2210,140004.116376
2211,109505.859837
2212,132450.068711
2213,94692.6773423
2214,125069.785971
2215,89521.4823852
2216,145242.744669
2217,89288.468779
2218,101942.67342
2219,104867.311614
2220,83605.7554181
2221,252227.408823
2222,212811.7009
2223,270595.156644
2224,246715.742471
2225,128148.043037
2226,190668.535988
2227,222123.678014
2228,245303.627738
2229,252227.408823
2230,160275.180348
2231,202323.458998
2232,208549.351729
2233,186076.82692
2234,217257.274838
2235,173820.288734
2236,252227.408823
2237,296815.454812
2238,289753.922869
2239,144427.856403
2240,189665.064884
2241,161584.269161
2242,133534.036874
2243,132585.454263
2244,99175.3100702
2245,90946.9382594
2246,145012.067591
2247,101765.940782
2248,129645.160953
2249,132885.713706
2250,132052.100601
2251,114582.519453
2252,170910.926099
2253,186662.518477
2254,182219.86801
2255,173820.288734
2256,228802.83101
2257,173820.288734
2258,198352.839439
2259,173438.879018
2260,161019.484652
2261,209900.282078
2262,199784.046802
2263,306086.18391
2264,359504.3791
2265,142631.140913
2266,264216.081369
2267,245016.644008
2268,367891.176851
2269,166587.292606
2270,204399.608044
2271,155214.626711
2272,193733.094136
2273,166587.292606
2274,170096.26949
2275,170910.926099
2276,178717.957074
2277,199575.081777
2278,134576.364316
2279,127932.96932
2280,131054.228453
2281,187883.235903
2282,200125.711855
2283,100900.674714
2284,105483.39765
2285,138042.479554
2286,123441.692506
2287,359504.3791
2288,257190.04015
2289,321269.001936
2290,348561.197617
2291,290543.990185
2292,384605.30684
2293,360171.757415
2294,408255.760222
2295,404662.784911
2296,252227.408823
2297,267384.35104
2298,359504.3791
2299,305066.805577
2300,331838.09023
2301,261088.285633
2302,230907.333152
2303,282669.113016
2304,262176.104216
2305,168742.467442
2306,168742.467442
2307,182385.817385
2308,245016.644008
2309,287736.574942
2310,231608.323982
2311,202170.490899
2312,184287.432038
2313,175248.481498
2314,173265.795885
2315,172783.861683
2316,204328.96857
2317,182385.817385
2318,171040.392301
2319,182988.588673
2320,189855.392384
2321,267413.447432
2322,192150.555827
2323,178283.621999
2324,170685.916788
2325,202769.560194
2326,165797.849393
2327,233379.18481
2328,198703.994177
2329,178303.045553
2330,173820.288734
2331,330681.782733
2332,334252.184901
2333,335017.565676
2334,268433.900693
2335,248063.478041
2336,320903.38945
2337,212522.872376
2338,251105.793095
2339,245016.644008
2340,381706.840847
2341,206637.958984
2342,242979.24298
2343,214016.636031
2344,251907.083494
2345,262176.104216
2346,252227.408823
2347,197944.583071
2348,252227.408823
2349,180084.395002
2350,261088.285633
2351,252227.408823
2352,251804.16336
2353,199909.288617
2354,131071.40167
2355,148461.770051
2356,144820.46705
2357,202769.560194
2358,173438.879018
2359,140599.056158
2360,138420.876777
2361,143913.364716
2362,209046.530986
2363,148090.203435
2364,174015.32322
2365,224124.675789
2366,231608.323982
2367,245016.644008
2368,197732.732963
2369,245016.644008
2370,173820.288734
2371,175225.566638
2372,197773.485819
2373,237372.823675
2374,294185.618869
2375,289322.440211
2376,229823.520391
2377,224095.736333
2378,152781.127817
2379,195062.34378
2380,154645.6367
2381,152746.562317
2382,212021.711035
2383,202398.926737
2384,227103.103936
2385,193905.441081
2386,141164.306249
2387,118676.228525
2388,107210.706397
2389,137851.635114
2390,128091.999565
2391,129071.234072
2392,142759.640045
2393,228207.381696
2394,165810.463692
2395,164546.493807
2396,156614.662703
2397,167549.565141
2398,102326.175278
2399,108765.163908
2400,114452.393004
2401,130760.256874
2402,141829.074496
2403,161445.578572
2404,168709.935968
2405,143359.463592
2406,133266.867861
2407,130757.921205
2408,128741.508959
2409,140866.271399
2410,166427.975274
2411,133489.345806
2412,147658.484034
2413,142704.629133
2414,125507.374971
2415,163859.735996
2416,124671.613401
2417,131448.17584
2418,130757.921205
2419,142714.056048
2420,142704.629133
2421,120563.450508
2422,126848.640238
2423,121275.628988
2424,125507.374971
2425,189845.68791
2426,91541.5218921
2427,109342.433399
2428,160179.831114
2429,137702.72174
2430,133575.001977
2431,132970.165528
2432,135626.056274
2433,116760.874503
2434,147904.269527
2435,148528.449937
2436,114999.466714
2437,128974.454285
2438,128974.454285
2439,94913.5791811
2440,113505.184744
2441,116141.65395
2442,98097.4183042
2443,116798.706046
2444,113640.442488
2445,105143.754523
2446,110750.750307
2447,133825.627641
2448,129777.947606
2449,116575.909827
2450,137363.163076
2451,94692.6773423
2452,180587.48082
2453,97071.3158188
2454,89455.203435
2455,105758.680126
2456,134284.78857
2457,139899.493697
2458,126366.700735
2459,117171.936382
2460,134700.043511
2461,125710.721453
2462,99240.9887346
2463,92211.7795983
2464,153947.209513
2465,127453.52013
2466,92211.7795983
2467,152234.937272
2468,113640.442488
2469,117665.24615
2470,162824.485494
2471,136173.436408
2472,160507.532577
2473,141789.078034
2474,109891.615407
2475,153334.584927
2476,111520.345528
2477,131245.817821
2478,174362.356934
2479,150645.223218
2480,176772.284691
2481,123441.692506
2482,122685.50481
2483,133575.001977
2484,120659.238825
2485,123441.692506
2486,130757.921205
2487,161478.529694
2488,176984.410761
2489,149350.169372
2490,116760.874503
2491,85043.6282247
2492,179590.151738
2493,140753.458485
2494,156067.515136
2495,110598.445238
2496,152226.716661
2497,159273.295223
2498,130760.256874
2499,106958.894816
2500,139366.356786
2501,139687.352986
2502,139798.998475
2503,88411.0588801
2504,179590.151738
2505,223904.461115
2506,316067.431778
2507,284086.684382
2508,316067.431778
2509,226923.782106
2510,228034.728577
2511,178893.190864
2512,207440.359552
2513,233723.330812
2514,195870.596019
2515,141651.783465
2516,186662.518477
2517,139402.199328
2518,154286.419084
2519,209540.824353
2520,189263.372757
2521,226672.566871
2522,204058.231434
2523,148090.203435
2524,175560.759288
2525,168885.002681
2526,142600.890387
2527,138420.876777
2528,131213.44187
2529,128802.059434
2530,114238.526528
2531,214750.038401
2532,233379.18481
2533,198703.994177
2534,255690.812843
2535,252714.582939
2536,228802.83101
2537,186320.49195
2538,182988.588673
2539,173657.602051
2540,171980.022444
2541,173265.795885
2542,178350.892624
2543,118676.228525
2544,131721.343585
2545,101918.070231
2546,182938.622087
2547,136159.900802
2548,126661.186808
2549,175694.962437
2550,421567.36355
2551,149767.319546
2552,135626.056274
2553,102110.989226
2554,132232.285659
2555,105585.538776
2556,116726.603638
2557,121398.487587
2558,112744.084888
2559,109524.588393
2560,128949.053999
2561,120163.905009
2562,121085.468818
2563,119922.483692
2564,171176.963428
2565,100934.72113
2566,100578.048184
2567,112464.062507
2568,183885.35566
2569,171511.419462
2570,140004.116376
2571,148324.65149
2572,209900.282078
2573,191950.858972
2574,235416.497664
2575,134692.0021
2576,115343.23157
2577,114405.440455
2578,106464.659178
2579,80536.4899105
2580,109342.433399
2581,135239.485406
2582,99240.9887346
2583,245016.644008
2584,158548.354784
2585,185914.935127
2586,218149.971274
2587,179981.148315
2588,157511.838261
2589,160453.327476
2590,223117.690317
2591,174367.770785
2592,202769.560194
2593,245016.644008
2594,205917.693949
2595,239628.495192
2596,270426.172461
2597,217687.289483
2598,227945.810228
2599,359104.496897
2600,101789.939818
2601,154286.419084
2602,106928.312661
2603,87974.2359514
2604,86204.7129761
2605,112803.524948
2606,136397.312486
2607,158723.715979
2608,168262.028774
2609,144494.532609
2610,100357.87753
2611,131764.5911
2612,130522.203507
2613,129645.160953
2614,125842.096738
2615,157942.256753
2616,132725.089088
2617,140018.24125
2618,143214.218877
2619,213859.796929
2620,182972.927605
2621,184611.769735
2622,199745.144492
2623,262289.977867
2624,251774.848536
2625,300265.77519
2626,174913.598259
2627,189977.866379
2628,370229.782577
2629,420405.85797
2630,359504.3791
2631,402398.12931
2632,370229.782577
2633,287736.574942
2634,362367.219351
2635,135273.921856
2636,187569.52938
2637,150405.618511
2638,231082.106548
2639,174684.470894
2640,178865.521907
2641,114299.160294
2642,202032.563116
2643,120201.538307
2644,135929.824663
2645,100114.122662
2646,100114.122662
2647,100716.426004
2648,158212.907605
2649,125069.785971
2650,165872.682485
2651,161916.599785
2652,359504.3791
2653,305066.805577
2654,232828.837279
2655,353325.967758
2656,347902.913738
2657,296472.735387
2658,276257.668377
2659,286561.462833
2660,296815.454812
2661,352883.141481
2662,327435.050084
2663,305066.805577
2664,287736.574942
2665,359504.3791
2666,294733.54161
2667,172224.791882
2668,173265.795885
2669,171980.022444
2670,305066.805577
2671,173265.795885
2672,197944.583071
2673,208791.480288
2674,192794.295495
2675,173657.602051
2676,187918.651549
2677,191130.182415
2678,273914.631141
2679,297168.603327
2680,285491.238849
2681,293525.503666
2682,344659.765826
2683,372260.363902
2684,307423.460452
2685,317060.904593
2686,253696.372974
2687,251804.16336
2688,228034.728577
2689,231608.323982
2690,395123.382532
2691,175248.481498
2692,131753.42012
2693,198863.670048
2694,129865.546428
2695,207440.359552
2696,186195.272046
2697,193064.481377
2698,178939.554137
2699,179981.148315
2700,179605.976526
2701,187983.55358
2702,133047.699672
2703,123503.426607
2704,133133.935485
2705,128191.559738
2706,133575.001977
2707,129943.793327
2708,128191.559738
2709,109848.583419
2710,118676.228525
2711,225676.045494
2712,280073.096066
2713,184185.482939
2714,162437.818609
2715,175225.566638
2716,169343.684048
2717,209918.487658
2718,239628.495192
2719,137924.050455
2720,209965.365103
2721,143913.364716
2722,144449.954485
2723,152781.127817
2724,133575.001977
2725,123441.692506
2726,118676.228525
2727,152473.51222
2728,160631.948305
2729,164898.321394
2730,147904.269527
2731,137606.820306
2732,112348.711591
2733,133733.574572
2734,136203.168149
2735,139687.352986
2736,125209.784454
2737,127541.710142
2738,156991.050871
2739,161019.484652
2740,142126.792414
2741,143463.505946
2742,154159.754833
2743,130757.921205
2744,136162.178464
2745,130656.147888
2746,136203.168149
2747,113634.769421
2748,132888.342245
2749,130757.921205
2750,147683.333999
2751,139196.577583
2752,191320.113619
2753,156260.622298
2754,102548.899201
2755,124327.162537
2756,87025.0747216
2757,96376.4254943
2758,105143.754523
2759,159657.443671
2760,112807.410977
2761,141164.306249
2762,155019.334519
2763,176032.844885
2764,113893.940169
2765,167847.557836
2766,118786.70754
2767,94452.8606973
2768,139283.991169
2769,138057.26982
2770,169275.760893
2771,128974.454285
2772,135276.96004
2773,113640.442488
2774,114870.134659
2775,92487.086031
2776,113640.442488
2777,113640.442488
2778,120163.905009
2779,110750.750307
2780,104903.250874
2781,106670.356947
2782,117529.871758
2783,160237.211545
2784,135729.305174
2785,120751.748183
2786,100441.632082
2787,148544.858464
2788,70304.9076667
2789,133825.627641
2790,108518.03447
2791,130058.993456
2792,83115.1476916
2793,113868.319661
2794,87025.0747216
2795,94692.6773423
2796,106341.797242
2797,167847.557836
2798,107984.15702
2799,99848.1684431
2800,75564.8200462
2801,104718.719883
2802,132292.178914
2803,176071.552805
2804,102831.535039
2805,66737.3494253
2806,120598.620378
2807,190192.226495
2808,145782.316375
2809,141986.96264
2810,123441.692506
2811,149758.00689
2812,146938.540543
2813,177084.878859
2814,177084.878859
2815,105306.323823
2816,202131.777866
2817,128935.983424
2818,130680.033029
2819,171945.412604
2820,148326.265177
2821,111520.345528
2822,124420.060853
2823,228913.286709
2824,136531.201233
2825,97960.8232165
2826,147683.333999
2827,145949.664994
2828,250483.90602
2829,226825.40791
2830,230868.64321
2831,173657.602051
2832,191004.655357
2833,296815.454812
2834,207658.25957
2835,227633.161187
2836,186195.272046
2837,171511.419462
2838,154286.419084
2839,178831.163338
2840,219284.456544
2841,199382.744
2842,209540.824353
2843,157067.375535
2844,154472.368046
2845,129510.871535
2846,198703.994177
2847,173820.288734
2848,255520.996024
2849,198703.994177
2850,268429.031757
2851,235696.422998
2852,216521.546361
2853,199575.617613
2854,141180.958489
2855,202170.490899
2856,212563.585499
2857,186195.272046
2858,191189.484091
2859,123188.064861
2860,125437.071037
2861,143863.873432
2862,186399.982556
2863,138533.117942
2864,227945.810228
2865,149767.319546
2866,154049.790377
2867,116704.481643
2868,159657.443671
2869,109313.908122
2870,135979.996002
2871,95888.8573179
2872,89514.5804187
2873,98641.2577685
2874,130631.141741
2875,148544.858464
2876,130729.941975
2877,139419.108647
2878,172790.498084
2879,147108.067968
2880,106402.426468
2881,130783.54968
2882,130546.850238
2883,165841.715818
2884,200071.538151
2885,114861.61869
2886,140515.456926
2887,111520.345528
2888,112145.284848
2889,104781.191235
2890,107240.766606
2891,166334.096813
2892,71801.2558917
2893,132292.178914
2894,89444.7329393
2895,275501.333072
2896,231812.076386
2897,182302.807568
2898,163331.474895
2899,239628.495192
2900,165491.176083
2901,157770.679807
2902,178303.045553
2903,296815.454812
2904,353325.967758
2905,85309.5099808
2906,289753.922869
2907,124838.443367
2908,133575.001977
2909,167856.979006
2910,87700.2722905
2911,106928.312661
2912,142205.056749
2913,87974.2359514
2914,86204.7129761
2915,86204.7129761
2916,87974.2359514
2917,135681.444602
2918,120461.221411
2919,247456.483193
